ip	port	hostnames	org	country	isp
3.23.190.92	80	ec2-3-23-190-92.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.151.157.82	80	ec2-3-151-157-82.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
178.104.12.197	4000	static.197.12.104.178.clients.your-server.de	EE Limited	GB	
45.79.211.139	12236	45-79-211-139.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
172.236.62.50	1023	172-236-62-50.ip.linodeusercontent.com	Linode	AU	Akamai Connected Cloud
34.211.31.70	443	ec2-34-211-31-70.us-west-2.compute.amazonaws.com;ai-proxy.stably.ai	Amazon Technologies Inc.	US	Amazon.com, Inc.
98.84.6.146	443	ec2-98-84-6-146.compute-1.amazonaws.com;api.tommyz.blog;grafana.tommyz.blog	Amazon Data Services NoVa	US	Amazon.com, Inc.
1.234.19.237	30000		SK Broadband Co Ltd	KR	SK Broadband Co Ltd
183.162.245.47	8520		CHINANET Anhui province network	CN	CHINANET-BACKBONE
101.201.116.242	8443	www.wescat.top	Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
1.234.19.238	30000		SK Broadband Co Ltd	KR	SK Broadband Co Ltd
140.179.31.246	443	ec2-140-179-31-246.cn-north-1.compute.amazonaws.com.cn	Beijing Sinnet Technology Co., Ltd.	CN	Beijing Guanghuan Xinwang Digital
44.247.141.142	443	ec2-44-247-141-142.us-west-2.compute.amazonaws.com;genaigateway.kipsu-rand.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.251.110.47	80	ec2-54-251-110-47.ap-southeast-1.compute.amazonaws.com	Amazon.com, Inc.	SG	Amazon.com, Inc.
52.7.20.102	80	ec2-52-7-20-102.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
8.134.34.232	4000		Aliyun Computing Co.LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
202.43.164.23	8006	ip-164-23.saranadata.com	PT Graha Sarana Data	ID	DTPNET NAP
54.84.135.129	443	ec2-54-84-135-129.compute-1.amazonaws.com;llmproxy.distro.app	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.159.205.214	80	ec2-54-159-205-214.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
8.229.232.216	4000	216.232.229.8.bc.googleusercontent.com	Google LLC	US	Level 3 Parent, LLC
108.61.216.126	443	108.61.216.126.vultrusercontent.com;leenova.zapto.org	Vultr Holdings, LLC	US	The Constant Company, LLC
92.119.127.186	4000		RACKNERD-FR	FR	velia.net Internetdienste GmbH
20.5.232.128	4001		Microsoft Corporation	AU	Microsoft Corporation
91.99.238.206	4000	static.206.238.99.91.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
46.51.245.49	443	ec2-46-51-245-49.ap-northeast-1.compute.amazonaws.com	Amazon Web Services, Elastic Compute Cloud, EC2	JP	Amazon.com, Inc.
108.131.198.161	443	ec2-108-131-198-161.eu-west-1.compute.amazonaws.com;dev-joyia-web-llmgw.t1d-joyia.aws.route71.net	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
54.188.232.100	443	twodelta.com;ec2-54-188-232-100.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
20.251.21.57	4000		Microsoft Corporation	NO	Microsoft Corporation
54.207.160.25	443	ec2-54-207-160-25.sa-east-1.compute.amazonaws.com	Amazon Data Services Brazil	BR	Amazon.com, Inc.
95.216.3.21	4000	static.21.3.216.95.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
184.72.139.244	80	ec2-184-72-139-244.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
140.245.121.154	4000		Oracle Corporation	SG	Oracle Corporation
100.49.90.34	80	ec2-100-49-90-34.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
3.10.220.204	80	ec2-3-10-220-204.eu-west-2.compute.amazonaws.com	Amazon Data Services UK	GB	Amazon.com, Inc.
3.143.72.185	80	ec2-3-143-72-185.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
51.68.139.139	8000	vps-936c9b54.vps.ovh.net	OVH Sp. z o. o.	PL	OVH SAS
144.91.98.6	4000	vmi3001356.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
35.188.150.77	4000	77.150.188.35.bc.googleusercontent.com	Google LLC	US	Google LLC
52.20.8.123	443	llm-proxy.staging.portraitresearch.com;ec2-52-20-8-123.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
18.180.146.39	80	ec2-18-180-146-39.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
23.94.151.97	4001	23-94-151-97-host.colocrossing.com	HostPapa	US	HostPapa
34.172.242.50	443	50.242.172.34.bc.googleusercontent.com	Google LLC	US	Google LLC
37.27.128.19	4000	static.19.128.27.37.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
98.86.190.118	443	ec2-98-86-190-118.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
52.87.84.62	80	ec2-52-87-84-62.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
128.208.4.97	4000	bicycle.cs.washington.edu	University of Washington	US	University of Washington
51.159.170.59	4000	59-170-159-51.instances.scw.cloud	Scaleway	FR	SCALEWAY S.A.S.
20.76.208.67	443	o2.cz	Microsoft Corporation	NL	Microsoft Corporation
45.8.114.197	4000		365 Group LLC	JP	xTom Japan Corporation
51.159.198.19	4000	51-159-198-19.rev.poneytelecom.eu	Scaleway	FR	SCALEWAY S.A.S.
54.156.183.112	443	ec2-54-156-183-112.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
79.143.179.6	4000	vmi3261532.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
64.186.232.237	4000	Host-By.DMIT.com	VoloNet Technologies, Inc	US	GTT Communications Inc.
44.213.141.210	443	ec2-44-213-141-210.compute-1.amazonaws.com;freshcode.org	Amazon Data Services NoVa	US	Amazon.com, Inc.
47.107.142.198	4999		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
46.243.203.27	4000		Windcloud 4.0 GmbH	DE	Windcloud 4.0 GmbH
5.9.107.245	4000	static.245.107.9.5.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
142.248.136.188	443	touchworld.link		?	
50.19.235.40	80	ec2-50-19-235-40.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
35.182.100.92	80	ec2-35-182-100-92.ca-central-1.compute.amazonaws.com	Amazon Data Services Canada	CA	Amazon.com, Inc.
123.117.239.151	8001		China Unicom Beijing province network	CN	China Unicom Beijing Province Network
63.184.28.8	443	ec2-63-184-28-8.eu-central-1.compute.amazonaws.com;litellm.output.rocks	Amazon.com, Inc.	DE	Amazon.com, Inc.
47.131.123.98	80	ec2-47-131-123-98.ap-southeast-1.compute.amazonaws.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
44.214.14.146	443	ec2-44-214-14-146.compute-1.amazonaws.com;litellm.asc-ets.org	Amazon Data Services NoVa	US	Amazon.com, Inc.
3.150.17.229	80	ec2-3-150-17-229.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.149.225.47	80	ec2-3-149-225-47.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
159.195.58.165	4000	v2202511319031410705.nicesrv.de	DXC Technology Danmark A/S	DK	
138.3.214.148	443	genairouter.site	Oracle Network Information Services	JP	Oracle Corporation
54.71.167.160	443	ec2-54-71-167-160.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
39.99.254.2	4000		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
108.181.187.224	443	lite.gogreenllm.com	Psychz Networks	US	Psychz Networks
5.9.10.114	4000	static.114.10.9.5.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
204.168.163.145	4000	static.145.163.168.204.clients.your-server.de	Hetzner Online GmbH	FI	
47.79.88.99	4000		Alibaba Cloud LLC	JP	Alibaba (US) Technology Co., Ltd.
198.58.103.106	8142	198-58-103-106.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
114.34.249.103	443	api.mai0313.com;114-34-249-103.hinet-ip.hinet.net	Chunghwa Telecom Co.,Ltd.	TW	Data Communication Business Group
8.217.197.239	4000		Alibaba Cloud (Singapore) Private Limited	HK	Alibaba (US) Technology Co., Ltd.
45.33.17.6	2709	45-33-17-6.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
18.217.233.97	80	ec2-18-217-233-97.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
50.112.57.158	80	ec2-50-112-57-158.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
167.172.57.191	4000		DigitalOcean, LLC	GB	DigitalOcean, LLC
52.141.5.234	80		Microsoft Corporation	KR	Microsoft Corporation
108.174.147.73	4000	108-174-147-73.unifiedlayer.com	HostGator.com LLC	US	
47.116.184.237	21322		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
34.209.107.254	443	litellm.tryalma.ai;ec2-34-209-107-254.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
47.250.147.63	449		Alibaba Cloud LLC	MY	Alibaba (US) Technology Co., Ltd.
47.103.221.44	4000		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
3.132.84.67	80	ec2-3-132-84-67.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.138.40.18	443	dev-aiml.avy.ai;ec2-3-138-40-18.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
52.28.184.92	80	ec2-52-28-184-92.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
44.235.29.63	443	ec2-44-235-29-63.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
15.235.187.251	4000	vps-bf0a9b05.vps.ovh.ca	OVH Singapore PTE. LTD	SG	OVH SAS
52.230.120.158	4000		Microsoft Corporation	SG	Microsoft Corporation
3.131.201.181	80	ec2-3-131-201-181.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
62.84.122.37	4000		Yandex.Cloud LLC	RU	Yandex.Cloud LLC
51.68.75.254	4000	ip254.ip-51-68-75.eu	OVH SAS	FR	OVH SAS
13.192.242.127	443	ec2-13-192-242-127.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
54.150.251.73	443	ec2-54-150-251-73.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
95.217.223.51	4000	static.51.223.217.95.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
4.206.85.196	4000		Microsoft Corporation	CA	Microsoft Corporation
188.245.247.112	4000	static.112.247.245.188.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
3.141.48.7	80	ec2-3-141-48-7.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.140.206.101	80	ec2-3-140-206-101.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.134.194.214	80	ec2-3-134-194-214.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.147.231.41	80	ec2-3-147-231-41.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
52.201.146.219	80	ec2-52-201-146-219.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
198.46.167.164	4000	198-46-167-164-host.colocrossing.com	HostPapa	US	HostPapa
52.57.129.88	443	ec2-52-57-129-88.eu-central-1.compute.amazonaws.com;llm.codenrock.com	A100 ROW GmbH	DE	Amazon.com, Inc.
47.237.206.124	9595		Alibaba Cloud LLC	SG	Alibaba (US) Technology Co., Ltd.
37.59.122.4	8002	vps-3680bcf5.vps.ovh.net	OVH SAS	FR	OVH SAS
95.133.253.181	4000		JSC Ukrtelecom	US	
74.207.224.213	83	74-207-224-213.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
52.199.47.195	443	ec2-52-199-47-195.ap-northeast-1.compute.amazonaws.com;cline.cs-vibecoding-dev.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
169.224.228.127	4000		Oracle Corporation	AU	Oracle Corporation
47.250.147.63	3524		Alibaba Cloud LLC	MY	Alibaba (US) Technology Co., Ltd.
3.79.81.242	443	ec2-3-79-81-242.eu-central-1.compute.amazonaws.com;litellm.dev.seaduck.one	A100 ROW GmbH	DE	Amazon.com, Inc.
123.184.7.179	4000	179.7.184.123.broad.sy.ln.dynamic.163data.com.cn	CHINANET liaoning province network	CN	CHINANET-BACKBONE
3.230.99.244	443	ec2-3-230-99-244.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
47.84.141.103	443	aoscdn.com	Alibaba Cloud LLC	SG	Alibaba (US) Technology Co., Ltd.
16.59.190.23	80	ec2-16-59-190-23.us-east-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
8.216.65.215	4000		Alibaba Cloud (Singapore) Private Limited	JP	Alibaba (US) Technology Co., Ltd.
44.253.246.129	443	ec2-44-253-246-129.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
98.82.77.22	443	ec2-98-82-77-22.compute-1.amazonaws.com;litellm.scopicdev.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
16.148.227.192	443	ec2-16-148-227-192.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
16.144.110.94	80	ec2-16-144-110-94.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
18.185.187.141	80	ec2-18-185-187-141.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
54.208.216.37	443	ec2-54-208-216-37.compute-1.amazonaws.com;llm-evanmallory.artstorefrontsstaging.info	Amazon.com, Inc.	US	Amazon.com, Inc.
52.83.65.215	4000	ec2-52-83-65-215.cn-northwest-1.compute.amazonaws.com.cn	Ningxia West Cloud Data Technology Co.Ltd.	CN	Ningxia West Cloud Data Technology Co.Ltd.
204.168.250.59	4000	static.59.250.168.204.clients.your-server.de	Hetzner Online GmbH	FI	
18.158.129.84	443	ec2-18-158-129-84.eu-central-1.compute.amazonaws.com;litellm.output.rocks	A100 ROW GmbH	DE	Amazon.com, Inc.
172.188.84.213	443	edensoft.com.cn	Microsoft Limited	SG	Microsoft Corporation
173.214.162.223	4000		Interserver, Inc	US	Interserver, Inc
143.47.62.26	4000		Oracle Corporation	ES	Oracle Corporation
3.13.173.159	80	ec2-3-13-173-159.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
95.217.133.241	4000	static.241.133.217.95.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
3.139.2.209	80	ec2-3-139-2-209.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
52.44.27.168	80	ec2-52-44-27-168.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
13.124.88.196	80	ec2-13-124-88-196.ap-northeast-2.compute.amazonaws.com	AWS Asia Pacific (Seoul) Region	KR	Amazon.com, Inc.
115.200.233.91	4000		CHINANET-ZJ Hangzhou node network	CN	CHINANET-BACKBONE
150.136.248.179	4000		Oracle Public Cloud	US	Oracle Corporation
139.59.1.164	4000		DigitalOcean, LLC	IN	DigitalOcean, LLC
54.209.62.17	80	ec2-54-209-62-17.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
38.207.133.147	4000		Nearoute Limited	HK	XNNET LLC
44.228.73.106	80	ec2-44-228-73-106.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
3.151.236.33	80	ec2-3-151-236-33.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
140.238.60.210	4000		Oracle Public Cloud	JP	Oracle Corporation
143.198.195.54	4000		DigitalOcean, LLC	SG	DigitalOcean, LLC
5.35.90.193	4000		Beget LLC	RU	Beget LLC
38.55.176.51	4000		PEG TECH INC	US	AROSSCLOUD INC.
213.35.97.94	4000		Oracle Svenska AB	SG	Oracle Corporation
74.82.194.12	443	ai.corez.org;74.82.194.12.16clouds.com	Cluster Logic Inc	JP	IT7 Networks Inc
52.208.57.247	443	ec2-52-208-57-247.eu-west-1.compute.amazonaws.com;dev-plat.new10.io	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
3.141.50.128	80	ec2-3-141-50-128.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
94.130.111.148	4000	static.148.111.130.94.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
18.158.131.6	443	coagent-beta.beckhoff-cloud.com;ec2-18-158-131-6.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
15.224.49.186	80	ec2-15-224-49-186.eu-west-3.compute.amazonaws.com	Amazon.com, Inc.	FR	Amazon.com, Inc.
147.139.242.138	3124		Alibaba Cloud - ID	ID	Alibaba (US) Technology Co., Ltd.
128.32.175.74	4000	fixed-128-32-175-74.bair.berkeley.edu	University of California at Berkeley	US	University of California at Berkeley
18.190.214.44	80	ec2-18-190-214-44.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
43.134.116.154	443	walras.online	Asia Pacific Network Information Center, Pty. Ltd.	SG	Tencent Building, Kejizhongyi Avenue
86.129.67.180	4000	host86-129-67-180.range86-129.btcentralplus.com	BT Infrastructure Layer	GB	British Telecommunications PLC
54.39.98.117	4000	vps-d39ebf2b.vps.ovh.ca	OVH Hosting, Inc.	CA	OVH SAS
57.181.230.192	80	ec2-57-181-230-192.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
82.156.232.84	8000		Tencent Cloud Computing (Beijing) Co., Ltd	CN	Shenzhen Tencent Computer Systems Company Limited
13.223.114.120	80	ec2-13-223-114-120.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
35.189.58.1	443	gateway.ai.qge.com.au;1.58.189.35.bc.googleusercontent.com	Google LLC	AU	Google LLC
79.76.23.218	8000		Oracle Svenska AB	OM	Oracle Corporation
3.106.76.22	80	ec2-3-106-76-22.ap-southeast-2.compute.amazonaws.com	Amazon Corporate Services Pty Ltd	AU	Amazon.com, Inc.
144.126.243.128	4000		DigitalOcean, LLC	SG	DigitalOcean, LLC
13.58.89.156	80	ec2-13-58-89-156.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
101.132.252.152	9443		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
58.246.58.234	4000		jialiangxinxi	CN	China Unicom Shanghai network
202.85.215.100	8080		Elink-space (Beijing) Technology Co,. Ltd '	CN	China Unicom Beijing Province Network
46.224.134.156	4000	static.156.134.224.46.clients.your-server.de	Hetzner Online GmbH	AE	
188.68.43.4	4000	lekk.ultrasrv.de	netcup GmbH	DE	netcup GmbH
101.37.36.110	4000		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
39.106.117.173	4000		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
34.8.179.32	80	32.179.8.34.bc.googleusercontent.com	Google LLC	US	Google LLC
111.221.48.19	4000	19.48.221.111.in-addr.arpa	Orient Telecoms	MY	Orient Telecoms Sdn. Bhd
92.51.39.184	4000		TimeWeb Ltd.	RU	TimeWeb Ltd.
16.59.232.112	80	ec2-16-59-232-112.us-east-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.175.176.208	443	litellm.elixirr.ai;ec2-35-175-176-208.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
34.194.4.218	80	ec2-34-194-4-218.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
43.199.107.199	80	ec2-43-199-107-199.ap-east-1.compute.amazonaws.com	Amazon.com, Inc.	HK	Amazon.com, Inc.
173.230.134.169	4000	li174-169.members.linode.com	Linode	US	Akamai Connected Cloud
54.149.33.94	443	ec2-54-149-33-94.us-west-2.compute.amazonaws.com;dev.litellm.tryalma.ai	Amazon Technologies Inc.	US	Amazon.com, Inc.
213.35.121.131	443	llm.thuongdx.cloud	Oracle Svenska AB	SG	Oracle Corporation
113.161.80.164	4000	mail.hvac.vn	Vietnam Posts and Telecommunications Group	VN	VNPT Corp
221.150.32.212	4000		Korea Telecom	KR	Korea Telecom
52.4.228.0	80	ec2-52-4-228-0.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.12.105.236	80	ec2-3-12-105-236.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
89.117.18.213	4000	vmi3248367.contaboserver.net	SC Lithuanian Radio and TV Center	US	Nubes, LLC
3.130.17.115	80	ec2-3-130-17-115.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
45.43.159.217	4000		FASTPLANET LTD	NL	TNGNET B.V.
91.107.247.190	443	static.190.247.107.91.clients.your-server.de;smartech.ir	Hetzner Online GmbH	DE	Hetzner Online GmbH
3.108.141.133	80	ec2-3-108-141-133.ap-south-1.compute.amazonaws.com	Amazon Data Services India	IN	Amazon.com, Inc.
3.140.89.173	80	ec2-3-140-89-173.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
68.168.218.146	4000		Interserver, Inc	US	Interserver, Inc
3.21.146.138	80	ec2-3-21-146-138.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
136.110.160.123	80	123.160.110.136.bc.googleusercontent.com	Google LLC	US	
103.246.107.79	443	app.clawn.id;api.clawn.id;www.clawn.id;ai.clawn.id;boards.clawn.id;blog.clawn.id;milik.umam.anak.ganteng.se-udinustek;bookmarks.clawn.id;docs.clawn.id;clawn.id	Universitas Dian Nuswantoro	ID	PT Dian Nuswantoro Teknologi
51.68.124.17	5000	vps-c980ccb8.vps.ovh.net	OVH SAS	FR	OVH SAS
107.178.242.22	443	22.242.178.107.bc.googleusercontent.com;litellm.bsh-gcp.cloud	Google LLC	US	Google LLC
46.137.178.116	80	ec2-46-137-178-116.eu-west-1.compute.amazonaws.com	Amazon Web Services, Elastic Compute Cloud, EC2, EU	IE	Amazon.com, Inc.
13.52.58.121	80	ec2-13-52-58-121.us-west-1.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
3.136.251.3	80	ec2-3-136-251-3.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
116.204.98.127	6789	ecs-116-204-98-127.compute.hwclouds-dns.com	Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co)	CN	Huawei Cloud Service data center
15.223.82.8	80	ec2-15-223-82-8.ca-central-1.compute.amazonaws.com	Amazon Data Services Canada	CA	Amazon.com, Inc.
44.235.29.63	80	ec2-44-235-29-63.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
143.198.195.188	4000		DigitalOcean, LLC	SG	DigitalOcean, LLC
115.191.49.27	4000		Beijing Volcano Engine Technology Co., Ltd.	CN	
52.74.85.237	80	ec2-52-74-85-237.ap-southeast-1.compute.amazonaws.com	Amazon Technologies Inc.	SG	Amazon.com, Inc.
